card_id,section,event_id,title,detail,sort_order
maruzensky_r,random,for_an_adorable_younger_student,For an Adorable Younger Student,Top::Early Lead hint +1|Maruzensky bond +5||Bot::Energy +5|Speed +10|Maruzensky bond +5,1
maruzensky_r,random,drive_destination,Drive Destination,Top::Speed +5|Mood +1|Maruzensky bond +5||Bot::Wit +5|Mood +1|Maruzensky bond +5,2
gold_city_r,random,08_36_crap_i_overslept,"08:36 / Crap, I Overslept",Top::Mood -1|Skill points +45|Gold City bond +5||Bot::Energy +10|Wit +5|Gold City bond +5,1
gold_city_r,random,13_12_lunch_break_gotta_get_myself_together,"13:12 / Lunch Break Gotta Get Myself Together",Top::Skill points +30|Gold City bond +5||Bot::A Small Breather hint +1|Gold City bond +5,2
sakura_bakushin_o_r,random,genius_efficiency,Genius Efficiency!,Top::Speed +15|Sakura Bakushin O bond +5||Bot::Speed +5|Power +10|Sakura Bakushin O bond +5,1
sakura_bakushin_o_r,random,enough_to_break_into_a_dash,Enough to Break into a Dash!,Top::Gap Closer hint +1|Sakura Bakushin O bond +5||Bot::Energy -10|Speed +10|Power +5|Sakura Bakushin O bond +5,2
eishin_flash_r,random,unforeseen_lunch,Unforeseen Lunch,Top::Energy +15|Eishin Flash bond +5||Bot::Speed +5|Guts +5|Eishin Flash bond +5,1
eishin_flash_r,random,responding_to_the_unforeseen,Responding to the Unforeseen,Top::Guts +10|Eishin Flash bond +5||Bot::Target in Sight ○ hint +1|Eishin Flash bond +5,2
narita_taishin_r,random,just_leave_me_alone,Just Leave Me Alone,Top::Stamina +5|Skill points +15|Narita Taishin bond +5||Bot::Power +5|Skill points +15|Narita Taishin bond +5,1
narita_taishin_r,random,just_don_t_bother_me,Just Don't Bother Me,Top::Pressure hint +1|Narita Taishin bond +5||Bot::Skill points +30|Narita Taishin bond +5,2
nishino_flower_r,random,warmth_love_and_lunch,"Warmth, Love, and Lunch",Top::Get Charming ○ status|Nishino Flower bond +5||Bot::Energy +20|Nishino Flower bond +5,1
nishino_flower_r,random,let_s_bloom_beautifully,Let's Bloom Beautifully ♪,Top::Wit +15|Nishino Flower bond +5||Bot::Speed +10|Power +5|Nishino Flower bond +5,2
biko_pegasus_r,random,a_hero_s_woes,A Hero's Woes,Top::Energy +15|Biko Pegasus bond +5||Bot::Energy +5|Power +5|Biko Pegasus bond +5,1
biko_pegasus_r,random,preparing_my_special_move,Preparing My Special Move!,Top::Sprint Straightaways ○ hint +1|Biko Pegasus bond +5||Bot::Energy +30|Biko Pegasus bond +5,2
king_halo_r,random,you_may_socialize_with_me,You May Socialize With Me!,Top::Energy -20|Speed +10|Power +10|Wit +5|King Halo bond +5||Bot::Mood -1|Guts +25|King Halo bond +5,1
king_halo_r,random,you_may_advise_me,You May Advise Me!,Top::Guts +10|Wit +5|King Halo bond +5||Bot::Homestretch Haste hint +1|King Halo bond +5,2

zenno_rob_roy_stamina,chain,a_half_remembered_book,(❯) A Half-Remembered Book,Stamina +10|Wit +10|Studious hint +1|Zenno Rob Roy bond +5,1
zenno_rob_roy_stamina,chain,cooking_up_a_rainbow,(❯❯) Cooking Up a Rainbow,Stamina +10|Skill points +10|Tactical Tweak hint +1|Zenno Rob Roy bond +5,2
zenno_rob_roy_stamina,chain,hobbies_bring_us_together,(❯❯❯) Hobbies Bring Us Together,Stamina +10|Clairvoyance hint +1|Zenno Rob Roy bond +5,3
zenno_rob_roy_stamina,random,book_lover_quirks,Book-lover Quirks,Top::Speed +5|Wit +5|Zenno Rob Roy bond +5||Bot::Energy +10|Power +5|Zenno Rob Roy bond +5,1
zenno_rob_roy_stamina,random,a_tale_entrusted,A Tale Entrusted,Top::Stamina +10|Wit +10|Zenno Rob Roy bond +5||Bot::Medium Straightaways ○ hint +1|Zenno Rob Roy bond +5,2
ikuno_dictus_stamina,chain,ikuno_style_cuteness_research,(❯) Ikuno-style Cuteness Research,Maximum Energy +4|Stamina +15|Wit +5|Ikuno Dictus bond +5,1
ikuno_dictus_stamina,chain,glasses_style_umadol_song,(❯❯) Glasses-style Umadol Song ☆,Top::Energy +15|Ikuno Dictus bond +10||Bot::Get Practice Perfect ○ status|Ikuno Dictus bond +10,2
ikuno_dictus_stamina,chain,ikuno_style_socializing,(❯❯❯) Ikuno-style Socializing,!Randomly either|Energy +15|Stamina +15|Guts +8|Wit +8|Keep Going! hint +3|Ikuno Dictus bond +5|!or|Energy +10|Stamina +8|Guts +5|Wit +5|Full Throttle hint +3|Ikuno Dictus bond +5,3
ikuno_dictus_stamina,random,ikuno_style_flawless_method,Ikuno-Style Flawless Method,Top::Wit +10|Ikuno Dictus bond +5||Bot::Skill points +30|Ikuno Dictus bond +5,1
ikuno_dictus_stamina,random,ikuno_style_management,Ikuno-Style Management,Top::Stamina +20|Ikuno Dictus bond +5||Bot::Trick (Rear) hint +1|Ikuno Dictus bond +5,2
symboli_rudolf_stamina,chain,fires_that_do_not_cross,(❯) Fires That Do Not Cross,Stamina +10|Skill points +10|Symboli Rudolf bond +5,1
symboli_rudolf_stamina,chain,that_which_generates_heat,(❯❯) That Which Generates Heat,Top::Energy +10|Skill points +10|Soft Step hint +1|Symboli Rudolf bond +5||Bot::Energy -10|Stamina +25|Guts +25|Symboli Rudolf bond -5/+5|!Event chain ended,2
symboli_rudolf_stamina,chain,passions_that_guide,(❯❯❯) Passions That Guide,Stamina +10|Skill points +30|Burning Soul hint +1|Symboli Rudolf bond +5,3
symboli_rudolf_stamina,random,the_emperor_s_encouragement,The Emperor's Encouragement,Top::Speed +10|Symboli Rudolf bond +5||Bot::Energy -10|Skill points +30|Symboli Rudolf bond +5,1
symboli_rudolf_stamina,random,the_student_council_president_s_thoughtfulness,The Student Council President's Thoughtfulness,Top::Rainy Days ○ hint +1|Symboli Rudolf bond +5||Bot::Stamina +15|Symboli Rudolf bond +5,2
mejiro_bright_stamina,chain,i_ll_help_search,(❯) I'll Help Search!,Top::Mood +1|Stamina +10|Mejiro Bright bond +10||Bot::Energy +10|Wit +10|Mejiro Bright bond +10,1
mejiro_bright_stamina,chain,i_ll_go_on_stage,(❯❯) I'll Go on Stage!,Stamina +15|Early Start hint +1,2
mejiro_bright_stamina,chain,i_ll_win,(❯❯❯) I'll Win!,Stamina +15|Overwhelming Pressure hint +1|Mejiro Bright bond +5,3
mejiro_bright_stamina,random,slow_and_leisurely,Slow and Leisurely,Top::Stamina +15|Guts +5|Mejiro Bright bond +5||Bot::Speed +15|Power +5|Mejiro Bright bond +5,1
mejiro_bright_stamina,random,sure_and_steady,Sure and Steady,Top::Energy +10|Deep Breaths hint +1|Mejiro Bright bond +5||Bot::Wit +20|Mejiro Bright bond +5,2
meisho_doto_stamina,chain,doomsday_for_the_overlord,(❯) Doomsday for the Overlord?!,Top::Energy +10|Meisho Doto bond +5||Bot::Stamina +5|Medium Corners ○ hint +1|Meisho Doto bond +5,1
meisho_doto_stamina,chain,coupon_gone_wrong,(❯❯) Coupon Gone Wrong,Speed +3|Stamina +3|Power +3|Skill points +10,2
meisho_doto_stamina,chain,new_recruit,(❯❯❯) New Recruit,Energy -20|Speed +5|Stamina +10|Killer Tunes hint +3|Meisho Doto bond +5,3
meisho_doto_stamina,random,i_will_change,I... Will Change,Top::Energy +10|Mood +1|Meisho Doto bond +5||Bot::Guts +15|Meisho Doto bond +5,1
meisho_doto_stamina,random,please_buy_some_carrots,Please... Buy Some Carrots,Top::Energy +10|Wit +5|Meisho Doto bond +5||Bot::Pace Chaser Corners ○ hint +1|Meisho Doto bond +5,2
manhattan_cafe_stamina,chain,drawn_in,(❯) Drawn In,Stamina +10|Wit +5,1
manhattan_cafe_stamina,chain,discovery,(❯❯) Discovery,Top::!Randomly either|Stamina +10|Wit +10|Long Corners ○ hint +1|Manhattan Cafe bond +5|!or|Energy +15|Long Corners ○ hint +1|Get Night Owl status|Manhattan Cafe bond +5||Bot::Energy +15|Manhattan Cafe bond +5,2
manhattan_cafe_stamina,chain,shadowing,(❯❯❯) Shadowing,Stamina +15|Stamina Siphon hint +1|Manhattan Cafe bond +5,3
manhattan_cafe_stamina,random,solo_nighttime_run,Solo Nighttime Run,Top::Stamina +10|Manhattan Cafe bond +5||Bot::Energy +10|Stamina +5|Manhattan Cafe bond +5,1
manhattan_cafe_stamina,random,a_taste_of_silence,A Taste of Silence,Top::Stamina +5|Skill points +15|Manhattan Cafe bond +5||Bot::Non-Standard Distance ○ hint +1|Manhattan Cafe bond +5,2
narita_brian_stamina,chain,target_across_time,(❯) Target Across Time,Stamina +10,1
narita_brian_stamina,chain,lord_of_the_ducks,(❯❯) Lord of the Ducks,Top::!Randomly either|Maximum Energy +4|Stamina +10|Up-Tempo hint +1|Narita Brian bond +5|!or|Guts +10|Narita Brian bond -5||Bot::Wit +10|Narita Brian bond +5,2
narita_brian_stamina,chain,battlefield_experience,(❯❯❯) Battlefield Experience,Energy -5|Stamina +5|Beeline Burst hint +2|Narita Brian bond +5,3
narita_brian_stamina,random,student_council_member,Student Council Member!,Top::Mood +1|Speed +5|Narita Brian bond +5||Bot::Maximum Energy +4|Narita Brian bond +5,1
narita_brian_stamina,random,lone_wolf,Lone Wolf,Lone Wolf hint +1|Narita Brian bond +5,2
nakayama_festa_stamina,chain,night_of_ill_portent,(❯) Night of Ill Portent,Top::Stamina +10|Guts +5|Skill points +10|Nakayama Festa bond +5|※ Will affect the outcome of the 3rd event||Bot::Energy -10|Skill points +5|Nakayama Festa bond +5|※ Will affect the outcome of the 3rd event,1
nakayama_festa_stamina,chain,midday_match,(❯❯) Midday Match,Skill points +25|Nakayama Festa bond +5,2
nakayama_festa_stamina,chain,sundown_sinks_into_night,(❯❯❯) Sundown Sinks into Night,!Randomly either|※ Can only happen if you chose the 1st option during the 1st event|Skill points +40|Uma Stan hint +1|Nakayama Festa bond +5|!or|※ Can only happen if you chose the 2nd option during the 1st event|Stamina +15|Guts +15|Skill points +20|Come What May hint +3|Nakayama Festa bond +5|!or|※ Can only happen if you chose the 2nd option during the 1st event|Mood -1|Guts +10|All I've Got hint +3|Nakayama Festa bond +5,3
nakayama_festa_stamina,random,sundown_showdown,Sundown Showdown,Top::Energy +15|Nakayama Festa bond +5||Bot::Guts +15|Nakayama Festa bond +5,1
nakayama_festa_stamina,random,sundown_solo_supper,Sundown Solo Supper,Top::Nakayama Racecourse ○ hint +1|Nakayama Festa bond +5||Bot::Hanshin Racecourse ○ hint +1|Nakayama Festa bond +5,2
silence_suzuka_stamina,chain,a_winning_vocalist,(❯) A Winning Vocalist,Top::Guts +10|Hydrate hint +1||Bot::Speed +10|Soft Step hint +1,1
silence_suzuka_stamina,chain,a_dream_dance,(❯❯) A Dream Dance,Stamina +10|Skill points +10,2
silence_suzuka_stamina,chain,a_stage_to_remember,(❯❯❯) A Stage to Remember,Speed +5|Stamina +5|Concentration hint +1,3
silence_suzuka_stamina,random,on_and_on,On and On,Top::Speed +10|Stamina +5|Silence Suzuka bond +5||Bot::Speed +15|Silence Suzuka bond +5,1
silence_suzuka_stamina,random,what_should_i_do,What Should I Do?,Top::Speed +5|Stamina +5|Wit +5|Silence Suzuka bond +5||Bot::Left-Handed ○ hint +1|Silence Suzuka bond +5,2
winning_ticket_stamina,chain,tickezoexpedition,(❯) Tickezo☆Expedition!,Speed +10|Stamina +10|Triple 7s hint +1|Winning Ticket bond +5,1
winning_ticket_stamina,chain,tickezofriendship,(❯❯) Tickezo☆Friendship!,"Top::Stamina +10|Guts +10|1,500,000 CC hint +1|Medium Straightaways ○ hint +1|Winning Ticket bond +10||Bot::Energy +25|Maverick ○ hint +3|Winning Ticket bond -5|!Event chain ended",2
winning_ticket_stamina,chain,tickezonight_fever,(❯❯❯) Tickezo☆Night Fever!,"Speed +15|Stamina +15|Guts +15|Hard Worker hint +2",3
winning_ticket_stamina,random,full_power_muscles,Full-Power Muscles!,Top::Stamina +5|Skill points +15|Winning Ticket bond +5||Bot::Mood +1|Skill points +15|Winning Ticket bond +5,1
winning_ticket_stamina,random,full_power_racing,Full-Power Racing!,Top::Late Surger Corners ○ hint +1|Winning Ticket bond +5||Bot::Skill points +30|Winning Ticket bond +5,2
sakura_chiyono_o_stamina,chain,one_step_toward_blooming,(❯) One Step toward Blooming!,Skill points +15|Stamina to Spare hint +1|Sakura Chiyono O bond +5,1
sakura_chiyono_o_stamina,chain,blooming_hope,(❯❯) Blooming Hope!,Top::!Randomly either|Stamina +30|Mood +1|Medium Straightaways ○ hint +1|Heal a negative status effect|Sakura Chiyono O bond +5|!or|Energy -10|Guts +25|Sakura Chiyono O bond +5||Bot::Energy +20|Mood +1|Sakura Chiyono O bond +5,2
sakura_chiyono_o_stamina,chain,someday_i_ll_bloom,"(❯❯❯) Someday, I'll Bloom!",Top::!Randomly either|Energy -15|Stamina +10|Skill points +5|Speed Star hint +1|Sakura Chiyono O bond +5|!or|Energy -15|Stamina +30|Skill points +20|Speed Star hint +3|Sakura Chiyono O bond +5||Bot::Speed +5|Stamina +10|Power +5|Skill points +30|Sakura Chiyono O bond +5,3
sakura_chiyono_o_stamina,random,today_s_words_of_wisdom,Today's Words of Wisdom!,Top::Energy -10|Power +20|Sakura Chiyono O bond +5||Bot::Energy +5|Skill points +10|Sakura Chiyono O bond +5,1
sakura_chiyono_o_stamina,random,until_i_bloom,Until I Bloom...,Top::Energy +5|Stamina +5|Sakura Chiyono O bond +5||Bot::Spring Runner ○ hint +1|Sakura Chiyono O bond +5,2
satono_diamond_stamina,chain,hope_bearer,(❯) Hope Bearer,Energy +10|Stamina +2|Guts +2|Wit +3|All I've Got hint +2,1
satono_diamond_stamina,chain,diamond_fixation,(❯❯) Diamond Fixation,Top::Wit +15|Satono Diamond bond +5||Bot::!Randomly either|Mood -1|Guts +20|!or|Energy +25|Stamina +10|Satono Diamond bond +5,2
satono_diamond_stamina,chain,only_for_you,(❯❯❯) Only for You,Top::Energy -10|Stamina +40|Iron Will hint +2|Satono Diamond bond +5||Bot::Energy +15|Guts +5|Iron Will hint +2|Satono Diamond bond +5,3
satono_diamond_stamina,random,i_love_new_things,I Love New Things!,Top::Guts +10|Satono Diamond bond +5||Bot::Energy -10|Stamina +20|Satono Diamond bond +5,1
satono_diamond_stamina,random,i_love_complicated_things,I Love Complicated Things!,Top::Stamina +5|Guts +10|Satono Diamond bond +5||Bot::Hesitant Front Runners hint +1|Satono Diamond bond +5,2
gold_ship_stamina,chain,fervor_air_basketball,(❯) Fervor! Air Basketball!,Energy -10|Stamina +25|Skill points +10|Early Start hint +1|Gold Ship bond +5,1
gold_ship_stamina,chain,respect_the_salmon,(❯❯) Respect the Salmon!,Energy -10|Stamina +10|Guts +25|Skill points +10|End Closer Savvy ○ hint +1|Gold Ship bond +5,2
gold_ship_stamina,chain,can_t_spell_rival_without_friend,"(❯❯❯) Can't Spell ""Rival"" without ""Friend""!",Stamina +20|Skill points +15|Corner Connoisseur hint +2|Risky Business hint +1|Gold Ship bond +5,3
gold_ship_stamina,random,adventurer_gold_ship,Adventurer Gold Ship,Top::Stamina +15|Gold Ship bond +5||Bot::Guts +10|Skill points +15|Gold Ship bond +5,1
gold_ship_stamina,random,revive_the_brand_golshi_s_yakisoba,Revive the Brand! Golshi's Yakisoba,Top::Stamina +5|Mood +1|Gold Ship bond +5||Bot::Hanshin Racecourse ○ hint +1|Gold Ship bond +5,2
seiun_sky_stamina,chain,be_strategic,(❯) Be Strategic ☆,Top::Energy +10|Wit +5|Mood +1|Dodging Danger hint +1|Seiun Sky bond +5||Bot::Skill points +30|Second Wind hint +1|Seiun Sky bond -5|!Event chain ended,1
seiun_sky_stamina,chain,beware_of_the_trap,(❯❯) Beware of the Trap,Speed +15|Stamina +15,2
seiun_sky_stamina,chain,it_s_all_to_win,(❯❯❯) It's All to Win,!Randomly either|Energy +10|Speed +5|Stamina +5|Wit +5|Skill points +5|Mood +1|Fast-Paced hint +1|!or|Energy +10|Speed +10|Stamina +10|Wit +10|Skill points +30|Mood +1|Escape Artist hint +3,3
seiun_sky_stamina,random,recruiting_cat_catchers,Recruiting Cat Catchers,Top::Energy +10|Wit +5|Seiun Sky bond +5||Bot::Energy -10|Speed +15|Stamina +5|Seiun Sky bond +5,1
seiun_sky_stamina,random,recruiting_advisors,Recruiting Advisors,Top::Wit +15|Seiun Sky bond +5||Bot::Keeping the Lead hint +1|Seiun Sky bond +5,2
tamamo_cross_stamina,chain,beef_pork_chicken_curry,"(❯) Beef, Pork, Chicken, Curry!",Stamina +10|Power +5|Mood +1|Tamamo Cross bond +5,1
tamamo_cross_stamina,chain,got_my_priorities_straight,(❯❯) Got My Priorities Straight,"Stamina +15|Power +5|Guts +5|Tail Held High hint +1|Tamamo Cross bond +5",2
tamamo_cross_stamina,chain,my_flaws_make_me_who_i_am,(❯❯❯) My Flaws Make Me Who I Am!,"Stamina +10|Power +10|Fast & Furious hint +2|Tamamo Cross bond +5",3
tamamo_cross_stamina,random,tamamo_s_school_tour,Tamamo's School Tour,Top::Wit +10|Tamamo Cross bond +5||Bot::Stamina +5|Guts +5|Tamamo Cross bond +5,1
tamamo_cross_stamina,random,a_battle_i_can_t_lose,A Battle I Can't Lose!,Top::Calm in a Crowd hint +1|Tamamo Cross bond +5||Bot::Stamina +5|Wit +5|Tamamo Cross bond +5,2
super_creek_stamina,chain,freshly_made_in_ample_amounts,(❯) Freshly Made in Ample Amounts,Energy +10|Stamina +5,1
super_creek_stamina,chain,the_taste_of_warmth,(❯❯) The Taste of Warmth,Stamina +5|Power +5,2
super_creek_stamina,chain,have_a_second_helping,(❯❯❯) Have a Second Helping!,Stamina +10|Power +5|Swinging Maestro hint +1,3
super_creek_stamina,random,leave_it_to_me_to_help_out,Leave it to Me to Help Out! ♪,Top::Energy +15|Super Creek bond +5||Bot::Stamina +10|Super Creek bond +5,1
super_creek_stamina,random,leave_it_to_me_to_be_considerate,Leave it to Me to Be Considerate! ♪,Top::Deep Breaths hint +1|Super Creek bond +5||Bot::Energy +10|Stamina +5|Super Creek bond +5,2
mejiro_mcqueen_stamina,chain,expectations_are_power,(❯) Expectations Are Power,Stamina +10,1
mejiro_mcqueen_stamina,chain,expectations_are_affection,(❯❯) Expectations Are Affection,Mood +1|Stamina +10,2
mejiro_mcqueen_stamina,chain,meeting_expectations,(❯❯❯) Meeting Expectations,!Randomly either|Energy -10|Stamina +10|Cooldown hint +3|!or|Energy -10|Deep Breaths hint +1,3
mejiro_mcqueen_stamina,random,to_maintain_my_weight,To Maintain My Weight,Top::Energy -10|Stamina +15|Mejiro McQueen bond +5||Bot::Maximum Energy +4|Stamina +5|Mejiro McQueen bond +5,1
mejiro_mcqueen_stamina,random,to_reach_the_greatest_heights,To Reach the Greatest Heights,Top::Stamina +5|Guts +5|Mejiro McQueen bond +5||Bot::Early Lead hint +1|Mejiro McQueen bond +5,2
rice_shower_stamina,chain,a_page_from_a_windy_day,(❯) A Page from a Windy Day,Guts +10|Rice Shower bond +5,1
rice_shower_stamina,chain,a_page_from_a_day_spent_with_friends,(❯❯) A Page from a Day Spent with Friends,Stamina +10|Rice Shower bond +5,2
rice_shower_stamina,chain,a_page_from_a_day_of_hard_work,(❯❯❯) A Page from a Day of Hard Work,!Randomly either|Energy -10|Extra Tank hint +1|Rice Shower bond +5|!or|Energy -10|Adrenaline Rush hint +1|Rice Shower bond +5|!or|Energy -10|Stamina +5|Guts +5|Adrenaline Rush hint +3|Rice Shower bond +5,3
rice_shower_stamina,random,a_page_of_flower_shop_assistance,A Page of Flower Shop Assistance,Top::Mood +2|Rice Shower bond +5||Bot::Stamina +10|Rice Shower bond +5,1
rice_shower_stamina,random,a_page_about_cloudy_weather,A Page About Cloudy Weather,Top::Speed +5|Guts +5|Rice Shower bond +5||Bot::Firm Conditions ○ hint +1|Rice Shower bond +5,2
tokai_teio_sr_stamina,chain,a_selfish_desire,(❯) A Selfish (?) Desire,Maximum Energy +4|Skill points +10|Tokai Teio bond +5,1
tokai_teio_sr_stamina,chain,spreading_the_love_of_dance,(❯❯) Spreading the Love of Dance!,Top::Skill points +15|Medium Corners ○ hint +1|Tokai Teio bond +5||Bot::Energy +20|Tokai Teio bond +5,2
tokai_teio_sr_stamina,random,my_way_or,"My Way, Or...",Top::Mood +1|Skill points +15|Tokai Teio bond +5||Bot::Guts +15|Tokai Teio bond +5,1
tokai_teio_sr_stamina,random,my_weapon,My Weapon,Top::Mood +1|Guts +10|Tokai Teio bond +5||Bot::Pace Chaser Straightaways ○ hint +1|Tokai Teio bond +5,2
mejiro_ryan_sr_stamina,chain,all_roads_lead_to_gains,(❯) All Roads Lead to Gains!,Stamina +10|Mejiro Ryan bond +5,1
mejiro_ryan_sr_stamina,chain,success_starts_with_reps,(❯❯) Success Starts with Reps!,Top::Energy +25|Mejiro Ryan bond +5||Bot::Stamina +10|Power +5|Late Surger Straightaways ○ hint +2|Mejiro Ryan bond +5,2
mejiro_ryan_sr_stamina,random,my_muscles_and_me_onward_to_tomorrow,"My Muscles and Me, Onward to Tomorrow!",Top::Energy -10|Power +15|Mejiro Ryan bond +5||Bot::Maximum Energy +4|Power +5|Mejiro Ryan bond +5,1
mejiro_ryan_sr_stamina,random,it_s_not_like_i_like_romance,It's Not Like I Like Romance!,Top::Pace Strategy hint +1|Mejiro Ryan bond +5||Bot::Energy +30|Mejiro Ryan bond +5,2
tosen_jordan_sr_stamina,chain,nail_artist_on_the_turf,(❯) Nail Artist on the Turf,Top::!Randomly either|Skill points +40|Tosen Jordan bond +5|!or|Skill points +10|Mood -1||Bot::Stamina +10|Tosen Jordan bond +5,1
tosen_jordan_sr_stamina,chain,not_just_for_show,(❯❯) Not Just for Show,Top::!Randomly either|Energy +10|Ramp Up hint +3|Tosen Jordan bond +5|!or|Ramp Up hint +1||Bot::Energy -5|Stamina +20|Tosen Jordan bond +5,2
tosen_jordan_sr_stamina,random,doomscrolling_the_time_away,Doomscrolling the Time Away,Top::Mood +1|Speed +5|Tosen Jordan bond +5||Bot::Stamina +10|Tosen Jordan bond +5,1
tosen_jordan_sr_stamina,random,sponsored_posts_can_be_low_key_sus,Sponsored Posts Can Be Low-Key Sus,Top::Energy +10|Mood +1|Tosen Jordan bond +5||Bot::Lucky Seven hint +1|Tosen Jordan bond +5,2
zenno_rob_roy_sr_stamina,chain,the_bookworm_and_the_magical_girl,(❯) The Bookworm and the Magical Girl,Top::Stamina +5|Wit +5|Zenno Rob Roy bond +5||Bot::Energy +20|Power +10|Zenno Rob Roy bond +5|!Event chain ended,1
zenno_rob_roy_sr_stamina,chain,someday_i_ll_be_the_main_character,"(❯❯) Someday, I'll Be the Main Character",Stamina +10|Wit +10|Sharp Gaze hint +1,2
zenno_rob_roy_sr_stamina,random,book_lover_quirks,Book-lover Quirks,Top::Speed +5|Wit +5|Zenno Rob Roy bond +5||Bot::Energy +10|Power +5|Zenno Rob Roy bond +5,1
zenno_rob_roy_sr_stamina,random,a_tale_entrusted,A Tale Entrusted,Top::Stamina +10|Wit +10|Zenno Rob Roy bond +5||Bot::Medium Straightaways ○ hint +1|Zenno Rob Roy bond +5,2
mayano_top_gun_sr_stamina,chain,still_taxiing,(❯) Still Taxiing?,Skill points +30|Mayano Top Gun bond +5,1
mayano_top_gun_sr_stamina,chain,take_off_toward_trendy,(❯❯) Take Off toward Trendy ♪,Stamina +10|Skill points +15|Focus hint +1|Mayano Top Gun bond +5,2
mayano_top_gun_sr_stamina,random,snack_advice_for_mayano,Snack Advice for Mayano!,Top::Stamina +5|Guts +5|Mayano Top Gun bond +5||Bot::Stamina +10|Mayano Top Gun bond +5,1
mayano_top_gun_sr_stamina,random,fashion_advice_for_mayano,Fashion Advice for Mayano!,Top::Straightaway Adept hint +1|Mayano Top Gun bond +5||Bot::Stamina +10|Mayano Top Gun bond +5,2
manhattan_cafe_sr_stamina,chain,invitation_on_a_rainy_day,(❯) Invitation on a Rainy Day,Energy +15|Skill points +15,1
manhattan_cafe_sr_stamina,chain,invitation_on_a_stormy_day,(❯❯) Invitation on a Stormy Day,Stamina +15|Studious hint +1|Manhattan Cafe bond +5,2
manhattan_cafe_sr_stamina,random,solo_nighttime_run,Solo Nighttime Run,Top::Stamina +10|Manhattan Cafe bond +5||Bot::Energy +10|Stamina +5|Manhattan Cafe bond +5,1
manhattan_cafe_sr_stamina,random,a_taste_of_silence,A Taste of Silence,Top::Stamina +5|Skill points +15|Manhattan Cafe bond +5||Bot::Non-Standard Distance ○ hint +1|Manhattan Cafe bond +5,2
mejiro_bright_r_stamina,random,slow_and_leisurely,Slow and Leisurely,Top::Stamina +15|Guts +5|Mejiro Bright bond +5||Bot::Speed +15|Power +5|Mejiro Bright bond +5,1
mejiro_bright_r_stamina,random,sure_and_steady,Sure and Steady,Top::Energy +10|Deep Breaths hint +1|Mejiro Bright bond +5||Bot::Wit +20|Mejiro Bright bond +5,2
nakayama_festa_r_stamina,random,sundown_showdown,Sundown Showdown,Top::Energy +15|Nakayama Festa bond +5||Bot::Guts +15|Nakayama Festa bond +5,1
nakayama_festa_r_stamina,random,sundown_solo_supper,Sundown Solo Supper,Top::Nakayama Racecourse ○ hint +1|Nakayama Festa bond +5||Bot::Hanshin Racecourse ○ hint +1|Nakayama Festa bond +5,2
tosen_jordan_r_stamina,random,doomscrolling_the_time_away,Doomscrolling the Time Away,Top::Mood +1|Speed +5|Tosen Jordan bond +5||Bot::Stamina +10|Tosen Jordan bond +5,1
tosen_jordan_r_stamina,random,sponsored_posts_can_be_low_key_sus,Sponsored Posts Can Be Low-Key Sus,Top::Energy +10|Mood +1|Tosen Jordan bond +5||Bot::Lucky Seven hint +1|Tosen Jordan bond +5,2
sakura_chiyono_o_r_stamina,random,today_s_words_of_wisdom,Today's Words of Wisdom!,Top::Energy -10|Power +20|Sakura Chiyono O bond +5||Bot::Energy +5|Skill points +10|Sakura Chiyono O bond +5,1
sakura_chiyono_o_r_stamina,random,until_i_bloom,Until I Bloom...,Top::Energy +5|Stamina +5|Sakura Chiyono O bond +5||Bot::Spring Runner ○ hint +1|Sakura Chiyono O bond +5,2
zenno_rob_roy_r_stamina,random,book_lover_quirks,Book-lover Quirks,Top::Speed +5|Wit +5|Zenno Rob Roy bond +5||Bot::Energy +10|Power +5|Zenno Rob Roy bond +5,1
zenno_rob_roy_r_stamina,random,a_tale_entrusted,A Tale Entrusted,Top::Stamina +10|Wit +10|Zenno Rob Roy bond +5||Bot::Medium Straightaways ○ hint +1|Zenno Rob Roy bond +5,2
satono_diamond_r_stamina,random,i_love_new_things,I Love New Things!,Top::Guts +10|Satono Diamond bond +5||Bot::Energy -10|Stamina +20|Satono Diamond bond +5,1
satono_diamond_r_stamina,random,i_love_complicated_things,I Love Complicated Things!,Top::Stamina +5|Guts +10|Satono Diamond bond +5||Bot::Hesitant Front Runners hint +1|Satono Diamond bond +5,2
gold_ship_r_stamina,random,adventurer_gold_ship,Adventurer Gold Ship,Top::Stamina +15|Gold Ship bond +5||Bot::Guts +10|Skill points +15|Gold Ship bond +5,1
gold_ship_r_stamina,random,revive_the_brand_golshi_s_yakisoba,Revive the Brand! Golshi's Yakisoba,Top::Stamina +5|Mood +1|Gold Ship bond +5||Bot::Hanshin Racecourse ○ hint +1|Gold Ship bond +5,2
mejiro_mcqueen_r_stamina,random,to_maintain_my_weight,To Maintain My Weight,Top::Energy -10|Stamina +15|Mejiro McQueen bond +5||Bot::Maximum Energy +4|Stamina +5|Mejiro McQueen bond +5,1
mejiro_mcqueen_r_stamina,random,to_reach_the_greatest_heights,To Reach the Greatest Heights,Top::Stamina +5|Guts +5|Mejiro McQueen bond +5||Bot::Early Lead hint +1|Mejiro McQueen bond +5,2
tm_opera_o_r_stamina,random,etude_to_victory,Etude to Victory,Top::Speed +5|Skill points +30|Mood -1|TM Opera O bond +5||Bot::Power +5|Skill points +15|TM Opera O bond +5,1
